customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
C04952,Male,1,Yes,No,0,Yes,Yes,DSL,No,No internet service,One year,Yes,Electronic check,83.88,No,8.54
C04953,Female,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,23.69,Yes,1391.95
C04954,Male,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,32.23,No,1519.88
C04955,Male,0,No,No,6,Yes,Yes,DSL,No internet service,No internet service,One year,Yes,Credit card,97.5,Yes,595.76
C04956,Female,0,No,Yes,31,Yes,No,DSL,No internet service,No internet service,One year,No,Bank transfer,52.73,No,1656.24
C04957,Male,0,No,No,60,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,88.9,No,5382.72
C04958,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,94.69,No,5337.59
C04959,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No internet service,Two year,Yes,Credit card,82.91,No,4192.08
C04960,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,76.75,Yes,1386.73
C04961,Male,0,Yes,No,26,Yes,No,No,Yes,No,One year,Yes,Mailed check,68.0,No,1815.1
C04962,Female,0,Yes,No,62,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,57.69,No,3602.33
C04963,Female,0,Yes,No,59,Yes,No,No,No internet service,No,One year,Yes,Electronic check,33.1,No,1967.02
C04964,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,116.26,Yes,7017.84
C04965,Female,0,No,Yes,60,No,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,82.83,Yes,4999.87
C04966,Male,0,No,No,44,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,37.62,No,1659.82
C04967,Male,1,No,No,20,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,102.49,Yes,2076.56
C04968,Male,0,No,No,43,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,101.07,No,4378.1
C04969,Female,0,No,No,0,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Electronic check,94.05,No,0.89
C04970,Female,1,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Credit card,29.68,No,1303.72
C04971,Female,1,No,Yes,61,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,19.81,No,1226.57
C04972,Female,1,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,89.53,No,5394.64
C04973,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,One year,No,Credit card,38.65,No,1899.3
C04974,Female,0,No,No,40,Yes,Yes,DSL,Yes,No internet service,One year,No,Bank transfer,102.91,No,4141.54
C04975,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,No,Two year,No,Electronic check,85.95,No,2799.64
C04976,Male,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No,One year,No,Bank transfer,55.82,No,650.93
C04977,Male,0,No,No,1,No,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,67.24,Yes,113.63
C04978,Female,1,No,Yes,20,Yes,Yes,No,No,No,Two year,No,Electronic check,68.78,No,1389.47
C04979,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,56.27,No,750.63
C04980,Female,0,Yes,Yes,33,Yes,No phone service,No,No internet service,No internet service,One year,No,Credit card,36.12,No,1224.41
C04981,Male,1,No,Yes,63,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,118.43,No,7498.07
C04982,Male,0,No,No,22,Yes,Yes,DSL,No,No internet service,One year,No,Mailed check,93.67,No,2075.94
C04983,Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Credit card,33.8,No,1673.58
C04984,Female,0,No,Yes,13,No,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,21.49,No,285.96
C04985,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,52.78,Yes,2409.04
C04986,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Mailed check,74.0,Yes,313.43
C04987,Male,1,No,No,65,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Mailed check,112.73,No,7334.38
C04988,Male,1,Yes,No,21,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,31.37,Yes,690.47
C04989,Female,1,Yes,No,69,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,62.46,No,4310.36
C04990,Male,0,No,No,1,Yes,Yes,DSL,No,No internet service,One year,Yes,Mailed check,36.04,No,83.54
C04991,Male,1,No,Yes,28,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,25.04,No,733.17
C04992,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,78.73,No,4754.19
C04993,Male,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,28.48,No,2025.96
C04994,Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,90.74,No,1376.93
C04995,Male,0,No,No,63,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,73.9,No,4667.36
C04996,Female,0,No,Yes,13,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,41.48,Yes,566.08
C04997,Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,98.24,Yes,4173.28
C04998,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,88.66,No,3737.77
C04999,Female,0,No,No,69,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer,81.25,No,5642.07
C05000,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,39.6,No,2187.06
C05001,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,89.36,No,2708.27
C05002,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,72.6,Yes,2854.33
C05003,Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,71.96,No,1908.36
C05004,Female,0,No,Yes,51,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,30.07,No,1540.64
C05005,Male,0,Yes,No,6,Yes,No,No,No,No,One year,Yes,Bank transfer,31.65,No,191.55
C05006,Male,0,Yes,Yes,45,No,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,21.26,Yes,974.29
C05007,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,42.79,No,1411.14
C05008,Female,1,No,No,7,No,Yes,DSL,No,Yes,Two year,Yes,Mailed check,67.83,No,478.69
C05009,Male,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,54.26,Yes,246.59
C05010,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No,Two year,No,Mailed check,90.0,No,5402.58
C05011,Female,0,Yes,No,71,Yes,No phone service,DSL,No internet service,No,Two year,Yes,Mailed check,59.16,No,4225.41
C05012,Female,0,No,Yes,59,Yes,Yes,No,No,No internet service,One year,No,Electronic check,27.42,No,1624.28
C05013,Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Mailed check,91.19,No,2127.75
C05014,Male,0,Yes,No,6,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Credit card,36.6,No,235.11
C05015,Male,0,No,Yes,60,No,No,DSL,No,No,Two year,No,Electronic check,49.82,No,3007.73
C05016,Male,1,No,No,35,Yes,Yes,No,No,No internet service,One year,No,Mailed check,68.56,No,2402.75
C05017,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,73.97,No,1962.02
C05018,Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,47.79,No,1368.25
C05019,Female,0,No,Yes,19,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,64.53,Yes,1255.15
C05020,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,24.74,No,1739.96
C05021,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,34.17,Yes,101.53
C05022,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,78.5,Yes,3000.61
C05023,Male,0,No,No,44,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer,18.46,No,825.96
C05024,Male,0,No,No,67,Yes,No,No,Yes,No,One year,No,Credit card,36.58,No,2465.74
C05025,Male,0,No,No,30,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,81.46,Yes,2484.37
C05026,Male,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,41.46,No,1542.49
C05027,Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No,One year,No,Electronic check,100.61,Yes,527.39
C05028,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,57.65,No,434.83
C05029,Male,1,No,No,27,No,Yes,DSL,Yes,No internet service,One year,Yes,Bank transfer,90.13,No,2459.32
C05030,Male,0,Yes,Yes,14,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,107.39,Yes,1531.13
C05031,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No internet service,One year,No,Mailed check,63.27,Yes,484.84
C05032,Female,0,No,No,53,Yes,No phone service,No,No,No,One year,Yes,Electronic check,86.18,No,4584.01
C05033,Female,1,Yes,No,5,Yes,No phone service,No,No,No,One year,Yes,Electronic check,103.18,No,533.19
C05034,Female,0,No,Yes,28,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,42.88,No,1208.93
C05035,Female,0,No,Yes,33,No,Yes,DSL,No internet service,Yes,Two year,Yes,Credit card,107.41,No,3582.05
C05036,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card,104.89,No,639.7
C05037,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,24.1,No,965.89
C05038,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer,65.58,No,829.67
C05039,Male,0,No,No,61,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,29.23,Yes,1787.94
C05040,Female,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,107.5,Yes,6888.43
C05041,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,42.2,No,1697.17
C05042,Female,0,No,No,41,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,55.47,No,2280.99
C05043,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Electronic check,112.74,No,7375.34
C05044,Female,0,No,Yes,10,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,74.77,No,784.7
C05045,Male,0,Yes,No,49,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,111.63,No,5492.62
C05046,Female,0,No,No,70,Yes,Yes,DSL,Yes,No internet service,One year,Yes,Electronic check,64.62,No,4538.28
C05047,Female,0,No,No,34,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,117.26,No,3992.6
C05048,Female,1,No,No,19,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,114.48,No,2176.3
C05049,Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.03,Yes,573.31
C05050,Female,0,Yes,Yes,36,Yes,No phone service,No,No internet service,No internet service,One year,No,Electronic check,59.02,No,2149.97
C05051,Male,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,113.95,Yes,257.52
C05052,Female,0,No,No,58,Yes,No,No,No,No,Two year,Yes,Electronic check,100.24,No,5822.29
C05053,Female,1,No,No,72,No,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,39.41,No,2866.96
C05054,Male,0,No,No,26,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,107.38,No,2802.1
C05055,Female,0,Yes,No,31,Yes,No phone service,No,No,Yes,Month-to-month,No,Mailed check,38.36,No,1191.21
C05056,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.55,No,5333.46
C05057,Male,0,No,No,45,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,26.39,No,1228.92
C05058,Male,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Credit card,113.58,No,5254.12
C05059,Female,0,Yes,Yes,39,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Bank transfer,26.32,No,1072.22
C05060,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Credit card,41.01,Yes,120.63
C05061,Female,0,No,No,28,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Mailed check,75.18,No,2118.77
C05062,Male,0,No,Yes,57,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Credit card,36.99,No,2154.16
C05063,Female,0,Yes,No,49,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,57.31,Yes,2827.6
C05064,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,35.06,Yes,364.71
C05065,Female,0,No,No,60,Yes,No phone service,No,No,No,Month-to-month,Yes,Mailed check,74.34,No,4495.28
C05066,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No internet service,One year,Yes,Electronic check,79.7,No,4792.42
C05067,Male,0,No,Yes,22,Yes,No phone service,No,No internet service,No,Month-to-month,No,Mailed check,40.27,Yes,905.72
C05068,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,One year,No,Credit card,47.45,No,270.52
C05069,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,92.55,Yes,5499.87
C05070,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card,26.75,No,724.32
C05071,Male,0,No,Yes,54,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,63.74,No,3478.98
C05072,Male,0,No,Yes,30,No,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,47.3,No,1443.08
C05073,Male,0,No,Yes,29,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Bank transfer,59.65,No,1744.11
C05074,Male,1,No,No,66,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,102.38,Yes,6792.32
C05075,Male,0,No,No,12,Yes,No phone service,DSL,No,Yes,Two year,Yes,Electronic check,116.89,No,1443.91
C05076,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,36.22,No,2116.65
C05077,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24.17,No,1302.39
C05078,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,37.89,No,774.69
C05079,Female,0,No,No,42,Yes,No,No,Yes,No,One year,Yes,Electronic check,106.13,No,4464.74
C05080,Female,0,Yes,Yes,10,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,106.83,No,1106.63
C05081,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,46.96,No,3124.87
C05082,Male,1,Yes,Yes,37,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,51.32,No,1906.94
C05083,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,85.06,No,1973.69
C05084,Female,0,No,No,50,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,52.52,No,2663.04
C05085,Male,0,Yes,No,60,Yes,No phone service,No,No internet service,Yes,Two year,No,Mailed check,109.31,No,6577.52
C05086,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,98.91,No,4454.54
C05087,Male,0,Yes,No,42,Yes,No phone service,DSL,No,Yes,Two year,Yes,Electronic check,54.14,No,2279.15
C05088,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,116.2,No,3071.11
C05089,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Mailed check,93.24,No,2725.36
C05090,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Credit card,94.49,No,5890.19
C05091,Female,0,Yes,Yes,9,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,115.0,Yes,1065.97
C05092,Female,1,No,No,2,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,61.5,Yes,131.31
C05093,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.18,No,1328.57
C05094,Female,1,No,No,26,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,118.09,No,3106.06
C05095,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,112.46,No,4969.48
C05096,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,115.58,Yes,7079.84
C05097,Male,0,No,No,23,Yes,No phone service,DSL,No,No,One year,Yes,Bank transfer,65.86,No,1533.32
C05098,Female,0,Yes,No,45,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Mailed check,34.62,No,1571.15
C05099,Male,1,No,No,43,Yes,No,Fiber optic,Yes,No,One year,Yes,Credit card,37.78,Yes,1625.48
C05100,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Bank transfer,65.8,No,4100.81
C05101,Female,1,Yes,No,3,Yes,No phone service,DSL,Yes,No,Two year,Yes,Mailed check,86.21,No,278.46
C05102,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,64.98,No,997.73
C05103,Female,0,Yes,No,50,No,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,57.85,No,2892.83
C05104,Female,0,No,No,47,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Mailed check,115.31,No,5445.44
C05105,Male,0,No,No,64,Yes,Yes,DSL,No,No,Two year,No,Bank transfer,83.42,No,5344.79
C05106,Male,0,No,No,68,Yes,No,DSL,Yes,No internet service,Two year,No,Mailed check,59.14,No,4046.33
C05107,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,87.67,No,3874.58
C05108,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,97.97,Yes,198.13
C05109,Male,0,Yes,No,16,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,55.11,No,890.04
C05110,Male,1,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Bank transfer,65.98,No,2388.18
C05111,Male,0,Yes,No,4,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,82.83,No,342.99
C05112,Male,1,Yes,No,46,Yes,No,DSL,No internet service,No internet service,One year,Yes,Electronic check,82.4,No,3820.58
C05113,Female,0,No,Yes,43,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,35.72,No,1538.17
C05114,Female,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,68.19,No,2204.27
C05115,Female,1,No,No,20,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,44.17,No,924.22
C05116,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,110.27,Yes,7292.09
C05117,Male,1,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,68.14,No,4595.62
C05118,Male,0,Yes,No,31,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,95.43,No,3004.45
C05119,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,22.46,No,556.01
C05120,Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,56.54,No,1963.93
C05121,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,34.04,No,600.58
C05122,Female,0,No,No,66,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,57.69,Yes,3811.72
C05123,Female,0,No,No,53,Yes,No phone service,DSL,No internet service,No,Two year,Yes,Mailed check,98.3,No,5234.24
C05124,Female,0,Yes,Yes,25,Yes,No,DSL,No internet service,No,One year,No,Bank transfer,111.62,No,2794.14
C05125,Female,1,No,No,59,No,No,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,110.54,No,6546.72
C05126,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,30.01,No,1945.5
C05127,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,48.45,No,2463.36
C05128,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,84.7,No,5024.62
C05129,Female,0,Yes,Yes,58,No,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,38.56,Yes,2241.51
C05130,Male,1,Yes,No,16,Yes,Yes,DSL,No internet service,No internet service,One year,No,Electronic check,23.19,No,393.89
C05131,Male,0,No,No,20,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,114.32,No,2323.01
C05132,Female,0,No,No,66,No,No,No,No,No,Month-to-month,No,Credit card,51.28,No,3389.7
C05133,Female,0,No,Yes,27,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,60.41,Yes,1655.57
C05134,Male,0,No,Yes,43,Yes,No phone service,Fiber optic,No,Yes,One year,No,Mailed check,45.52,Yes,1982.6
C05135,Male,1,No,No,69,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,50.85,No,3555.2
C05136,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,115.37,No,7076.43
C05137,Male,1,No,No,41,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Mailed check,37.37,No,1544.39
C05138,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,No internet service,One year,No,Mailed check,67.99,Yes,1468.18
C05139,Female,1,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,82.45,No,3072.09
C05140,Female,0,Yes,No,13,No,No phone service,No,No,No,One year,No,Electronic check,40.66,No,553.51
C05141,Male,1,No,No,25,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,90.28,Yes,2275.5
C05142,Male,1,No,Yes,39,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,86.93,No,3394.81
C05143,Female,1,No,No,53,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,114.43,No,6114.29
C05144,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,64.5,No,778.33
C05145,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,56.85,Yes,1027.47
C05146,Male,0,Yes,No,41,Yes,No,DSL,No,No internet service,Two year,No,Credit card,54.47,No,2239.25
C05147,Male,0,No,No,40,No,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,54.8,Yes,2205.84
C05148,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,21.8,No,1095.45
C05149,Male,0,Yes,No,2,No,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,41.86,No,122.44
C05150,Male,0,No,No,30,No,No,DSL,No internet service,No internet service,Two year,Yes,Credit card,30.12,No,941.79
C05151,Female,0,Yes,Yes,14,No,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,106.94,No,1522.26
C05152,Male,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,23.68,No,1297.33
C05153,Male,0,Yes,No,52,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Bank transfer,54.89,No,2855.33
C05154,Male,0,No,No,44,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,40.16,No,1769.05
C05155,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,83.2,No,3110.69
C05156,Male,0,No,No,49,Yes,No phone service,DSL,Yes,No,Two year,No,Credit card,50.96,No,2520.28
C05157,Male,0,No,No,23,No,Yes,Fiber optic,Yes,No internet service,One year,No,Mailed check,19.68,No,477.87
C05158,Male,1,Yes,No,16,Yes,Yes,DSL,No internet service,No,One year,Yes,Credit card,108.28,No,1743.39
C05159,Male,1,Yes,No,17,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,82.28,No,1440.62
C05160,Female,1,No,No,41,Yes,No,DSL,No,Yes,Two year,No,Bank transfer,18.14,No,768.9
C05161,Male,1,No,Yes,16,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,86.65,Yes,1396.94
C05162,Male,0,No,No,15,Yes,No phone service,No,No internet service,Yes,Two year,Yes,Credit card,39.85,No,604.67
C05163,Male,0,No,No,51,Yes,Yes,DSL,No,No internet service,One year,No,Mailed check,115.33,No,5931.6
C05164,Male,0,No,No,35,Yes,No,DSL,No,No,One year,No,Electronic check,62.93,No,2238.92
C05165,Female,0,Yes,No,38,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,40.54,No,1567.15
C05166,Female,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,21.06,No,533.76
C05167,Female,0,Yes,No,41,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card,23.93,Yes,986.64
C05168,Female,0,No,Yes,20,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Mailed check,23.7,No,510.08
C05169,Female,0,Yes,No,67,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,21.18,No,1465.02
C05170,Female,0,No,No,58,Yes,No phone service,DSL,Yes,No internet service,One year,No,Bank transfer,73.4,No,4302.06
C05171,Female,0,Yes,Yes,29,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,103.51,No,3041.18
C05172,Female,0,Yes,Yes,56,Yes,No phone service,DSL,No,No internet service,Two year,No,Mailed check,52.95,No,2997.84
C05173,Female,0,No,Yes,32,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,53.22,Yes,1716.4
C05174,Female,0,No,No,52,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card,28.51,No,1499.76
C05175,Female,0,Yes,No,15,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,18.12,No,313.39
